Number,Text,Caption
203,وَ قَالَ [عليه السلام] أَيُّهَا النَّاسُ اتَّقُوا اللَّهَ الَّذِى إِنْ قُلْتُمْ سَمِعَ وَ إِنْ أَضْمَرْتُمْ عَلِمَ وَ بَادِرُوا الْمَوْتَ الَّذِى إِنْ هَرَبْتُمْ مِنْهُ أَدْرَكَكُمْ وَ إِنْ أَقَمْتُمْ أَخَذَكُمْ وَ إِنْ نَسِيتُمُوهُ ذَكَرَكُمْ .,حکمت
204,وَ قَالَ [عليه السلام] لَا يُزَهِّدَنَّكَ فِى الْمَعْرُوفِ مَنْ لَا يَشْكُرُهُ لَكَ فَقَدْ يَشْكُرُكَ عَلَيْهِ مَنْ لَا يَسْتَمْتِعُ بِشَيْ‏ءٍ مِنْهُ وَ قَدْ تُدْرِكُ مِنْ شُكْرِ الشَّاكِرِ أَكْثَرَ مِمَّا أَضَاعَ الْكَافِرُ وَ اللَّهُ يُحِبُّ الْمُحْسِنِينَ .,حکمت
205,وَ قَالَ [عليه السلام] كُلُّ وِعَاءٍ يَضِيقُ بِمَا جُعِلَ فِيهِ إِلَّا وِعَاءَ الْعِلْمِ فَإِنَّهُ يَتَّسِعُ بِهِ .,حکمت
206,وَ قَالَ [عليه السلام] أَوَّلُ عِوَضِ الْحَلِيمِ مِنْ حِلْمِهِ أَنَّ النَّاسَ أَنْصَارُهُ عَلَى الْجَاهِلِ .,حکمت
207,وَ قَالَ [عليه السلام] إِنْ لَمْ تَكُنْ حَلِيماً فَتَحَلَّمْ فَإِنَّهُ قَلَّ مَنْ تَشَبَّهَ بِقَوْمٍ إِلَّا أَوْشَكَ أَنْ يَكُونَ مِنْهُمْ .,حکمت
208,وَ قَالَ [عليه السلام] مَنْ حَاسَبَ نَفْسَهُ رَبِحَ وَ مَنْ غَفَلَ عَنْهَا خَسِرَ وَ مَنْ خَافَ أَمِنَ وَ مَنِ اعْتَبَرَ أَبْصَرَ وَ مَنْ أَبْصَرَ فَهِمَ وَ مَنْ فَهِمَ عَلِمَ .,حکمت
209,وَ قَالَ [عليه السلام] لَتَعْطِفَنَّ الدُّنْيَا عَلَيْنَا بَعْدَ شِمَاسِهَا عَطْفَ الضَّرُوسِ عَلَى وَلَدِهَا وَ تَلَا عَقِيبَ ذَلِكَ وَ نُرِيدُ أَنْ نَمُنَّ عَلَى الَّذِينَ اسْتُضْعِفُوا فِى الْأَرْضِ وَ نَجْعَلَهُمْ أَئِمَّةً وَ نَجْعَلَهُمُ الْوارِثِينَ .,حکمت
210,وَ قَالَ [عليه السلام] اتَّقُوا اللَّهَ تَقِيَّةَ مَنْ شَمَّرَ تَجْرِيداً وَ جَدَّ تَشْمِيراً وَ كَمَّشَ فِى مَهَلٍ وَ بَادَرَ عَنْ وَجَلٍ وَ نَظَرَ فِى كَرَّةِ الْمَوْئِلِ وَ عَاقِبَةِ الْمَصْدَرِ وَ مَغَبَّةِ الْمَرْجِعِ,حکمت
211,وَ قَالَ [عليه السلام] الْجُودُ حَارِسُ الْأَعْرَاضِ وَ الْحِلْمُ فِدَامُ السَّفِيهِ وَ الْعَفْوُ زَكَاةُ الظَّفَرِ وَ السُّلُوُّ عِوَضُكَ مِمَّنْ غَدَرَ وَ الِاسْتِشَارَةُ عَيْنُ الْهِدَايَةِ وَ قَدْ خَاطَرَ مَنِ اسْتَغْنَى بِرَأْيِهِ وَ الصَّبْرُ يُنَاضِلُ الْحِدْثَانَ وَ الْجَزَعُ مِنْ أَعْوَانِ الزَّمَانِ وَ أَشْرَفُ الْغِنَى تَرْكُ الْمُنَى وَ كَمْ مِنْ عَقْلٍ أَسِيرٍ تَحْتَ هَوَى أَمِيرٍ وَ مِنَ التَّوْفِيقِ حِفْظُ التَّجْرِبَةِ وَ الْمَوَدَّةُ قَرَابَةٌ مُسْتَفَادَةٌ وَ لَا تَأْمَنَنَّ مَلُولًا .,حکمت
212,وَ قَالَ [عليه السلام] عُجْبُ الْمَرْءِ بِنَفْسِهِ أَحَدُ حُسَّادِ عَقْلِهِ .,حکمت
213,وَ قَالَ [عليه السلام] أَغْضِ عَلَى الْقَذَى وَ الْأَلَمِ تَرْضَ أَبَداً .,حکمت
214,وَ قَالَ [عليه السلام] مَنْ لَانَ عُودُهُ كَثُفَتْ أَغْصَانُهُ .,حکمت
215,وَ قَالَ [عليه السلام] الْخِلَافُ يَهْدِمُ الرَّأْيَ .,حکمت
216,وَ قَالَ [عليه السلام] مَنْ نَالَ اسْتَطَالَ .,حکمت
217,وَ قَالَ [عليه السلام] فِى تَقَلُّبِ الْأَحْوَالِ عِلْمُ جَوَاهِرِ الرِّجَالِ .,حکمت
218,وَ قَالَ [عليه السلام] حَسَدُ الصَّدِيقِ مِنْ سُقْمِ الْمَوَدَّةِ .,حکمت
219,وَ قَالَ [عليه السلام] أَكْثَرُ مَصَارِعِ الْعُقُولِ تَحْتَ بُرُوقِ الْمَطَامِعِ .,حکمت
220,وَ قَالَ [عليه السلام] لَيْسَ مِنَ الْعَدْلِ الْقَضَاءُ عَلَى الثِّقَةِ بِالظَّنِّ .,حکمت
221,وَ قَالَ [عليه السلام] بِئْسَ الزَّادُ إِلَى الْمَعَادِ الْعُدْوَانُ عَلَى الْعِبَادِ .,حکمت
222,وَ قَالَ [عليه السلام] مِنْ أَشْرَفِ أَعْمَالِ الْكَرِيمِ غَفْلَتُهُ عَمَّا يَعْلَمُ .,حکمت
223,وَ قَالَ [عليه السلام] مَنْ كَسَاهُ الْحَيَاءُ ثَوْبَهُ لَمْ يَرَ النَّاسُ عَيْبَهُ .,حکمت
224,وَ قَالَ [عليه السلام] بِكَثْرَةِ الصَّمْتِ تَكُونُ الْهَيْبَةُ وَ بِالنَّصَفَةِ يَكْثُرُ الْمُوَاصِلُونَ وَ بِالْإِفْضَالِ تَعْظُمُ الْأَقْدَارُ وَ بِالتَّوَاضُعِ تَتِمُّ النِّعْمَةُ وَ بِاحْتِمَالِ الْمُؤَنِ يَجِبُ السُّؤْدُدُ وَ بِالسِّيرَةِ الْعَادِلَةِ يُقْهَرُ الْمُنَاوِئُ وَ بِالْحِلْمِ عَنِ السَّفِيهِ تَكْثُرُ الْأَنْصَارُ عَلَيْهِ.,حکمت
225,وَ قَالَ [عليه السلام] الْعَجَبُ لِغَفْلَةِ الْحُسَّادِ عَنْ سَلَامَةِ الْأَجْسَادِ .,حکمت
226,وَ قَالَ [عليه السلام] الطَّامِعُ فِى وِثَاقِ الذُّلِّ .,حکمت
227,وَ سُئِلَ عَنِ الْإِيمَانِ فَقَالَ الْإِيمَانُ مَعْرِفَةٌ بِالْقَلْبِ وَ إِقْرَارٌ بِاللِّسَانِ وَ عَمَلٌ بِالْأَرْكَانِ .,حکمت
228,وَ قَالَ [عليه السلام] مَنْ أَصْبَحَ عَلَى الدُّنْيَا حَزِيناً فَقَدْ أَصْبَحَ لِقَضَاءِ اللَّهِ سَاخِطاً وَ مَنْ أَصْبَحَ يَشْكُو مُصِيبَةً نَزَلَتْ بِهِ فَقَدْ أَصْبَحَ يَشْكُو رَبَّهُ وَ مَنْ أَتَى غَنِيّاً فَتَوَاضَعَ لَهُ لِغِنَاهُ ذَهَبَ ثُلُثَا دِينِهِ وَ مَنْ قَرَأَ الْقُرْآنَ فَمَاتَ فَدَخَلَ النَّارَ فَهُوَ مِمَّنْ كَانَ يَتَّخِذُ آيَاتِ اللَّهِ هُزُواً وَ مَنْ لَهِجَ قَلْبُهُ بِحُبِّ الدُّنْيَا الْتَاطَ قَلْبُهُ مِنْهَا بِثَلَاثٍ هَمٍّ لَا يُغِبُّهُ وَ حِرْصٍ لَا يَتْرُكُهُ وَ أَمَلٍ لَا يُدْرِكُهُ .,حکمت
229,وَ قَالَ [عليه السلام] كَفَى بِالْقَنَاعَةِ مُلْكاً وَ بِحُسْنِ الْخُلُقِ نَعِيماً وَ سُئِلَ ع عَنْ قَوْلِهِ تَعَالَى فَلَنُحْيِيَنَّهُ حَياةً طَيِّبَةً فَقَالَ هِيَ الْقَنَاعَةُ .,حکمت
230,وَ قَالَ [عليه السلام] شَارِكُوا الَّذِى قَدْ أَقْبَلَ عَلَيْهِ الرِّزْقُ فَإِنَّهُ أَخْلَقُ لِلْغِنَى وَ أَجْدَرُ بِإِقْبَالِ الْحَظِّ عَلَيْهِ .,حکمت
231,وَ قَالَ [عليه السلام] فِى قَوْلِهِ تَعَالَى إِنَّ اللَّهَ يَأْمُرُ بِالْعَدْلِ وَ الْإِحْسانِ الْعَدْلُ الْإِنْصَافُ وَ الْإِحْسَانُ التَّفَضُّلُ,حکمت
232,"وَ قَالَ [عليه السلام] مَنْ يُعْطِ بِالْيَدِ الْقَصِيرَةِ يُعْطَ بِالْيَدِ الطَّوِيلَةِ .
قال الرضى و معنى ذلك أن ما ينفقه المرء من ماله فى سبيل الخير و البر و إن كان يسيرا فإن الله تعالى يجعل الجزاء عليه عظيما كثيرا و اليدان هاهنا عبارة عن النعمتين ففرق ع بين نعمة العبد و نعمة الرب تعالى ذكره بالقصيرة و الطويلة فجعل تلك قصيرة و هذه طويلة لأن نعم الله أبدا تضعف على نعم المخلوق أضعافا كثيرة إذ كانت نعم الله أصل النعم كلها فكل نعمة إليها ترجع و منها تنزع .",حکمت
233,وَ قَالَ [عليه السلام] لِابْنِهِ الْحَسَنِ ع لَا تَدْعُوَنَّ إِلَى مُبَارَزَةٍ وَ إِنْ دُعِيتَ إِلَيْهَا فَأَجِبْ فَإِنَّ الدَّاعِيَ إِلَيْهَا بَاغٍ وَ الْبَاغِيَ مَصْرُوعٌ.,حکمت
234,وَ قَالَ [عليه السلام] خِيَارُ خِصَالِ النِّسَاءِ شِرَارُ خِصَالِ الرِّجَالِ الزَّهْوُ وَ الْجُبْنُ وَ الْبُخْلُ فَإِذَا كَانَتِ الْمَرْأَةُ مَزْهُوَّةً لَمْ تُمَكِّنْ مِنْ نَفْسِهَا وَ إِذَا كَانَتْ بَخِيلَةً حَفِظَتْ مَالَهَا وَ مَالَ بَعْلِهَا وَ إِذَا كَانَتْ جَبَانَةً فَرِقَتْ مِنْ كُلِّ شَيْ‏ءٍ يَعْرِضُ لَهَا .,حکمت
235,"وَ قِيلَ لَهُ صِفْ لَنَا الْعَاقِلَ فَقَالَ ع هُوَ الَّذِى يَضَعُ الشَّيْ‏ءَ مَوَاضِعَهُ فَقِيلَ فَصِفْ لَنَا الْجَاهِلَ فَقَالَ قَدْ فَعَلْتُ .
قال الرضى يعنى أن الجاهل هو الذى لا يضع الشي‏ء مواضعه فكأن ترك صفته صفة له إذ كان بخلاف وصف العاقل",حکمت
236,وَ قَالَ [عليه السلام] وَ اللَّهِ لَدُنْيَاكُمْ هَذِهِ أَهْوَنُ فِى عَيْنِى مِنْ عِرَاقِ خِنْزِيرٍ فِى يَدِ مَجْذُومٍ .,حکمت
237,وَ قَالَ [عليه السلام] إِنَّ قَوْماً عَبَدُوا اللَّهَ رَغْبَةً فَتِلْكَ عِبَادَةُ التُّجَّارِ وَ إِنَّ قَوْماً عَبَدُوا اللَّهَ رَهْبَةً فَتِلْكَ عِبَادَةُ الْعَبِيدِ وَ إِنَّ قَوْماً عَبَدُوا اللَّهَ شُكْراً فَتِلْكَ عِبَادَةُ الْأَحْرَارِ,حکمت
238,وَ قَالَ [عليه السلام] الْمَرْأَةُ شَرٌّ كُلُّهَا وَ شَرُّ مَا فِيهَا أَنَّهُ لَا بُدَّ مِنْهَا .,حکمت
239,وَ قَالَ [عليه السلام] مَنْ أَطَاعَ التَّوَانِيَ ضَيَّعَ الْحُقُوقَ وَ مَنْ أَطَاعَ الْوَاشِيَ ضَيَّعَ الصَّدِيقَ .,حکمت
240,"وَ قَالَ [عليه السلام] الْحَجَرُ الْغَصِيبُ فِى الدَّارِ رَهْنٌ عَلَى خَرَابِهَا .
قال الرضى و يروى هذا الكلام عن النبى (ص) و لا عجب أن يشتبه الكلامان لأن مستقاهما من قليب و مفرغهما من ذنوب .",حکمت
241,وَ قَالَ [عليه السلام] يَوْمُ الْمَظْلُومِ عَلَى الظَّالِمِ أَشَدُّ مِنْ يَوْمِ الظَّالِمِ عَلَى الْمَظْلُومِ .,حکمت
242,وَ قَالَ [عليه السلام] اتَّقِ اللَّهَ بَعْضَ التُّقَى وَ إِنْ قَلَّ وَ اجْعَلْ بَيْنَكَ وَ بَيْنَ اللَّهِ سِتْراً وَ إِنْ رَقَّ .,حکمت
243,وَ قَالَ [عليه السلام] إِذَا ازْدَحَمَ الْجَوَابُ خَفِيَ الصَّوَابُ,حکمت
244,وَ قَالَ [عليه السلام] إِنَّ لِلَّهِ فِى كُلِّ نِعْمَةٍ حَقّاً فَمَنْ أَدَّاهُ زَادَهُ مِنْهَا وَ مَنْ قَصَّرَ فِيهِ خَاطَرَ بِزَوَالِ نِعْمَتِهِ .,حکمت
245,وَ قَالَ [عليه السلام] إِذَا كَثُرَتِ الْمَقْدِرَةُ قَلَّتِ الشَّهْوَةُ .,حکمت
246,وَ قَالَ [عليه السلام] احْذَرُوا نِفَارَ النِّعَمِ فَمَا كُلُّ شَارِدٍ بِمَرْدُودٍ .,حکمت
247,وَ قَالَ [عليه السلام] الْكَرَمُ أَعْطَفُ مِنَ الرَّحِمِ .,حکمت
248,وَ قَالَ [عليه السلام] مَنْ ظَنَّ بِكَ خَيْراً فَصَدِّقْ ظَنَّهُ .,حکمت
249,وَ قَالَ [عليه السلام] أَفْضَلُ الْأَعْمَالِ مَا أَكْرَهْتَ نَفْسَكَ عَلَيْهِ .,حکمت
250,وَ قَالَ [عليه السلام] عَرَفْتُ اللَّهَ سُبْحَانَهُ بِفَسْخِ الْعَزَائِمِ وَ حَلِّ الْعُقُودِ وَ نَقْضِ الْهِمَمِ .,حکمت
251,وَ قَالَ [عليه السلام] مَرَارَةُ الدُّنْيَا حَلَاوَةُ الْآخِرَةِ وَ حَلَاوَةُ الدُّنْيَا مَرَارَةُ الْآخِرَةِ .,حکمت
252,وَ قَالَ [عليه السلام] فَرَضَ اللَّهُ الْإِيمَانَ تَطْهِيراً مِنَ الشِّرْكِ وَ الصَّلَاةَ تَنْزِيهاً عَنِ الْكِبْرِ وَ الزَّكَاةَ تَسْبِيباً لِلرِّزْقِ وَ الصِّيَامَ ابْتِلَاءً لِإِخْلَاصِ الْخَلْقِ وَ الْحَجَّ تَقْرِبَةً لِلدِّينِ وَ الْجِهَادَ عِزّاً لِلْإِسْلَامِ وَ الْأَمْرَ بِالْمَعْرُوفِ مَصْلَحَةً لِلْعَوَامِّ وَ النَّهْيَ عَنِ الْمُنْكَرِ رَدْعاً لِلسُّفَهَاءِ وَ صِلَةَ الرَّحِمِ مَنْمَاةً لِلْعَدَدِ وَ الْقِصَاصَ حَقْناً لِلدِّمَاءِ وَ إِقَامَةَ الْحُدُودِ إِعْظَاماً لِلْمَحَارِمِ وَ تَرْكَ شُرْبِ الْخَمْرِ تَحْصِيناً لِلْعَقْلِ وَ مُجَانَبَةَ السَّرِقَةِ إِيجَاباً لِلْعِفَّةِ وَ تَرْكَ الزِّنَى تَحْصِيناً لِلنَّسَبِ وَ تَرْكَ اللِّوَاطِ تَكْثِيراً لِلنَّسْلِ وَ الشَّهَادَاتِ اسْتِظْهَاراً عَلَى الْمُجَاحَدَاتِ وَ تَرْكَ الْكَذِبِ تَشْرِيفاً لِلصِّدْقِ وَ السَّلَامَ أَمَاناً مِنَ الْمَخَاوِفِ وَ الْأَمَانَةَ نِظَاماً لِلْأُمَّةِ وَ الطَّاعَةَ تَعْظِيماً لِلْإِمَامَةِ .,حکمت
253,وَ كَانَ [عليه السلام] يَقُولُ أَحْلِفُوا الظَّالِمَ إِذَا أَرَدْتُمْ يَمِينَهُ بِأَنَّهُ بَرِي‏ءٌ مِنْ حَوْلِ اللَّهِ وَ قُوَّتِهِ فَإِنَّهُ إِذَا حَلَفَ بِهَا كَاذِباً عُوجِلَ الْعُقُوبَةَ وَ إِذَا حَلَفَ بِاللَّهِ الَّذِى لَا إِلَهَ إِلَّا هُوَ لَمْ يُعَاجَلْ لِأَنَّهُ قَدْ وَحَّدَ اللَّهَ تَعَالَى .,حکمت
254,وَ قَالَ [عليه السلام] يَا ابْنَ آدَمَ كُنْ وَصِيَّ نَفْسِكَ فِى مَالِكَ وَ اعْمَلْ فِيهِ مَا تُؤْثِرُ أَنْ يُعْمَلَ فِيهِ مِنْ بَعْدِكَ .,حکمت
255,وَ قَالَ [عليه السلام] الْحِدَّةُ ضَرْبٌ مِنَ الْجُنُونِ لِأَنَّ صَاحِبَهَا يَنْدَمُ فَإِنْ لَمْ يَنْدَمْ فَجُنُونُهُ مُسْتَحْكِمٌ .,حکمت
256,وَ قَالَ [عليه السلام] صِحَّةُ الْجَسَدِ مِنْ قِلَّةِ الْحَسَدِ .,حکمت
257,وَ قَالَ [عليه السلام] لِكُمَيْلِ بْنِ زِيَادٍ النَّخَعِيِّ يَا كُمَيْلُ مُرْ أَهْلَكَ أَنْ يَرُوحُوا فِى كَسْبِ الْمَكَارِمِ وَ يُدْلِجُوا فِى حَاجَةِ مَنْ هُوَ نَائِمٌ فَوَالَّذِى وَسِعَ سَمْعُهُ الْأَصْوَاتَ مَا مِنْ أَحَدٍ أَوْدَعَ قَلْباً سُرُوراً إِلَّا وَ خَلَقَ اللَّهُ لَهُ مِنْ ذَلِكَ السُّرُورِ لُطْفاً فَإِذَا نَزَلَتْ بِهِ نَائِبَةٌ جَرَى إِلَيْهَا كَالْمَاءِ فِى انْحِدَارِهِ حَتَّى يَطْرُدَهَا عَنْهُ كَمَا تُطْرَدُ غَرِيبَةُ الْإِبِلِ .,حکمت
258,وَ قَالَ [عليه السلام] إِذَا أَمْلَقْتُمْ فَتَاجِرُوا اللَّهَ بِالصَّدَقَةِ .,حکمت
259,وَ قَالَ [عليه السلام] الْوَفَاءُ لِأَهْلِ الْغَدْرِ غَدْرٌ عِنْدَ اللَّهِ وَ الْغَدْرُ بِأَهْلِ الْغَدْرِ وَفَاءٌ عِنْدَ اللَّهِ .,حکمت
260,وَ قَالَ [عليه السلام] كَمْ مِنْ مُسْتَدْرَجٍ بِالْإِحْسَانِ إِلَيْهِ وَ مَغْرُورٍ بِالسَّتْرِ عَلَيْهِ وَ مَفْتُونٍ بِحُسْنِ الْقَوْلِ فِيهِ وَ مَا ابْتَلَى اللَّهُ سُبْحَانَهُ أَحَداً بِمِثْلِ الْإِمْلَاءِ لَهُ . قال الرضى و قد مضى هذا الكلام فيما تقدم إلا أن فيه هاهنا زيادة جيدة مفيدة,حکمت
261,"وَ قَالَ [عليه السلام] لَمَّا بَلَغَهُ إِغَارَةُ أَصْحَابِ مُعَاوِيَةَ عَلَى الْأَنْبَارِ فَخَرَجَ بِنَفْسِهِ مَاشِياً حَتَّى أَتَى النُّخَيْلَةَ وَ أَدْرَكَهُ النَّاسُ وَ قَالُوا يَا أَمِيرَ الْمُؤْمِنِينَ نَحْنُ نَكْفِيكَهُمْ
فَقَالَ مَا تَكْفُونَنِى أَنْفُسَكُمْ فَكَيْفَ تَكْفُونَنِى غَيْرَكُمْ إِنْ كَانَتِ الرَّعَايَا قَبْلِى لَتَشْكُو حَيْفَ رُعَاتِهَا وَ إِنَّنِى الْيَوْمَ لَأَشْكُو حَيْفَ رَعِيَّتِى كَأَنَّنِى الْمَقُودُ وَ هُمُ الْقَادَةُ أَوِ الْمَوْزُوعُ وَ هُمُ الْوَزَعَةُ
فلما قال [عليه السلام] هذا القول فى كلام طويل قد ذكرنا مختاره فى جملة الخطب تقدم إليه رجلان من أصحابه فقال أحدهما إنى لا أملك إلا نفسى و أخى فمر بأمرك يا أمير المؤمنين ننقد له فقال [عليه السلام]
وَ أَيْنَ تَقَعَانِ مِمَّا أُرِيدُ .",حکمت
262,"وَ قِيلَ إِنَّ الْحَارِثَ بْنَ حَوْطٍ أَتَاهُ فَقَالَ أَ تَرَانِى أَظُنُّ أَصْحَابَ الْجَمَلِ كَانُوا عَلَى ضَلَالَةٍ
فَقَالَ [عليه السلام] يَا حَارِثُ إِنَّكَ نَظَرْتَ تَحْتَكَ وَ لَمْ تَنْظُرْ فَوْقَكَ فَحِرْتَ إِنَّكَ لَمْ تَعْرِفِ الْحَقَّ فَتَعْرِفَ مَنْ أَتَاهُ وَ لَمْ تَعْرِفِ الْبَاطِلَ فَتَعْرِفَ مَنْ أَتَاهُ
فَقَالَ الْحَارِثُ فَإِنِّى أَعْتَزِلُ مَعَ سَعِيدِ بْنِ مَالِكٍ وَ عَبْدِ اللَّهِ بْنِ عُمَرَ فَقَالَ [عليه السلام]
إِنَّ سَعِيداً وَ عَبْدَ اللَّهِ بْنَ عُمَرَ لَمْ يَنْصُرَا الْحَقَّ وَ لَمْ يَخْذُلَا الْبَاطِلَ .",حکمت
263,وَ قَالَ [عليه السلام] صَاحِبُ السُّلْطَانِ كَرَاكِبِ الْأَسَدِ يُغْبَطُ بِمَوْقِعِهِ وَ هُوَ أَعْلَمُ بِمَوْضِعِهِ .,حکمت
264,وَ قَالَ [عليه السلام] أَحْسِنُوا فِى عَقِبِ غَيْرِكُمْ تُحْفَظُوا فِى عَقِبِكُمْ .,حکمت
265,وَ قَالَ [عليه السلام] إِنَّ كَلَامَ الْحُكَمَاءِ إِذَا كَانَ صَوَاباً كَانَ دَوَاءً وَ إِذَا كَانَ خَطَأً كَانَ دَاءً .,حکمت
266,"وَ سَأَلَهُ رَجُلٌ أَنْ يُعَرِّفَهُ الْإِيمَانَ فَقَالَ [عليه السلام] إِذَا كَانَ الْغَدُ فَأْتِنِى حَتَّى أُخْبِرَكَ عَلَى أَسْمَاعِ النَّاسِ فَإِنْ نَسِيتَ مَقَالَتِى حَفِظَهَا عَلَيْكَ غَيْرُكَ فَإِنَّ الْكَلَامَ كَالشَّارِدَةِ يَنْقُفُهَا هَذَا وَ يُخْطِئُهَا هَذَا .
و قد ذكرنا ما أجابه به فيما تقدم من هذا الباب و هو قوله الإيمان على أربع شعب .",حکمت
267,وَ قَالَ [عليه السلام] يَا ابْنَ آدَمَ لَا تَحْمِلْ هَمَّ يَوْمِكَ الَّذِى لَمْ يَأْتِكَ عَلَى يَوْمِكَ الَّذِى قَدْ أَتَاكَ فَإِنَّهُ إِنْ يَكُ مِنْ عُمُرِكَ يَأْتِ اللَّهُ فِيهِ بِرِزْقِكَ .,حکمت
268,وَ قَالَ [عليه السلام] أَحْبِبْ حَبِيبَكَ هَوْناً مَا عَسَى أَنْ يَكُونَ بَغِيضَكَ يَوْماً مَا وَ أَبْغِضْ بَغِيضَكَ هَوْناً مَا عَسَى أَنْ يَكُونَ حَبِيبَكَ يَوْماً مَا .,حکمت
269,وَ قَالَ [عليه السلام] النَّاسُ فِى الدُّنْيَا عَامِلَانِ عَامِلٌ عَمِلَ فِى الدُّنْيَا لِلدُّنْيَا قَدْ شَغَلَتْهُ دُنْيَاهُ عَنْ آخِرَتِهِ يَخْشَى عَلَى مَنْ يَخْلُفُهُ الْفَقْرَ وَ يَأْمَنُهُ عَلَى نَفْسِهِ فَيُفْنِى عُمُرَهُ فِى مَنْفَعَةِ غَيْرِهِ وَ عَامِلٌ عَمِلَ فِى الدُّنْيَا لِمَا بَعْدَهَا فَجَاءَهُ الَّذِى لَهُ مِنَ الدُّنْيَا بِغَيْرِ عَمَلٍ فَأَحْرَزَ الْحَظَّيْنِ مَعاً وَ مَلَكَ الدَّارَيْنِ جَمِيعاً فَأَصْبَحَ وَجِيهاً عِنْدَ اللَّهِ لَا يَسْأَلُ اللَّهَ حَاجَةً فَيَمْنَعُهُ .,حکمت
270,"وَ رُوِيَ أَنَّهُ ذُكِرَ عِنْدَ عُمَرَ بْنِ الْخَطَّابِ فِى أَيَّامِهِ حَلْيُ الْكَعْبَةِ وَ كَثْرَتُهُ فَقَالَ قَوْمٌ لَوْ أَخَذْتَهُ فَجَهَّزْتَ بِهِ جُيُوشَ الْمُسْلِمِينَ كَانَ أَعْظَمَ لِلْأَجْرِ وَ مَا تَصْنَعُ الْكَعْبَةُ بِالْحَلْيِ فَهَمَّ عُمَرُ بِذَلِكَ وَ سَأَلَ عَنْهُ أَمِيرَ الْمُؤْمِنِينَ [عليه السلام] فَقَالَ[عليه السلام]:
إِنَّ هَذَا الْقُرْآنَ أُنْزِلَ عَلَى النَّبِيِّ ص وَ الْأَمْوَالُ أَرْبَعَةٌ أَمْوَالُ الْمُسْلِمِينَ فَقَسَّمَهَا بَيْنَ الْوَرَثَةِ فِى الْفَرَائِضِ وَ الْفَيْ‏ءُ فَقَسَّمَهُ عَلَى مُسْتَحِقِّيهِ وَ الْخُمُسُ فَوَضَعَهُ اللَّهُ حَيْثُ وَضَعَهُ وَ الصَّدَقَاتُ فَجَعَلَهَا اللَّهُ حَيْثُ جَعَلَهَا وَ كَانَ حَلْيُ الْكَعْبَةِ فِيهَا يَوْمَئِذٍ فَتَرَكَهُ اللَّهُ عَلَى حَالِهِ وَ لَمْ يَتْرُكْهُ نِسْيَاناً وَ لَمْ يَخْفَ عَلَيْهِ مَكَاناً فَأَقِرَّهُ حَيْثُ أَقَرَّهُ اللَّهُ وَ رَسُولُهُ فَقَالَ لَهُ عُمَرُ لَوْلَاكَ لَافْتَضَحْنَا وَ تَرَكَ الْحَلْيَ بِحَالِهِ .",حکمت
271,"رُوِيَ أَنَّهُ [عليه السلام] رُفِعَ إِلَيْهِ رَجُلَانِ سَرَقَا مِنْ مَالِ اللَّهِ أَحَدُهُمَا عَبْدٌ مِنْ مَالِ اللَّهِ وَ الْآخَرُ مِنْ عُرُوضِ النَّاسِ
فَقَالَ ع أَمَّا هَذَا فَهُوَ مِنْ مَالِ اللَّهِ وَ لَا حَدَّ عَلَيْهِ مَالُ اللَّهِ أَكَلَ بَعْضُهُ بَعْضاً وَ أَمَّا الْآخَرُ فَعَلَيْهِ الْحَدُّ الشَّدِيدُ فَقَطَعَ يَدَهُ .",حکمت
272,وَ قَالَ [عليه السلام] لَوْ قَدِ اسْتَوَتْ قَدَمَايَ مِنْ هَذِهِ الْمَدَاحِضِ لَغَيَّرْتُ أَشْيَاءَ .,حکمت
273,وَ قَالَ [عليه السلام] اعْلَمُوا عِلْماً يَقِيناً أَنَّ اللَّهَ لَمْ يَجْعَلْ لِلْعَبْدِ وَ إِنْ عَظُمَتْ حِيلَتُهُ وَ اشْتَدَّتْ طَلِبَتُهُ وَ قَوِيَتْ مَكِيدَتُهُ أَكْثَرَ مِمَّا سُمِّيَ لَهُ فِى الذِّكْرِ الْحَكِيمِ وَ لَمْ يَحُلْ بَيْنَ الْعَبْدِ فِى ضَعْفِهِ وَ قِلَّةِ حِيلَتِهِ وَ بَيْنَ أَنْ يَبْلُغَ مَا سُمِّيَ لَهُ فِى الذِّكْرِ الْحَكِيمِ وَ الْعَارِفُ لِهَذَا الْعَامِلُ بِهِ أَعْظَمُ النَّاسِ رَاحَةً فِى مَنْفَعَةٍ وَ التَّارِكُ لَهُ الشَّاكُّ فِيهِ أَعْظَمُ النَّاسِ شُغُلًا فِى مَضَرَّةٍ وَ رُبَّ مُنْعَمٍ عَلَيْهِ مُسْتَدْرَجٌ بِالنُّعْمَى وَ رُبَّ مُبْتَلًى مَصْنُوعٌ لَهُ بِالْبَلْوَى فَزِدْ أَيُّهَا الْمُسْتَنْفِعُ فِى شُكْرِكَ وَ قَصِّرْ مِنْ عَجَلَتِكَ وَ قِفْ عِنْدَ مُنْتَهَى رِزْقِكَ .,حکمت
274,وَ قَالَ [عليه السلام] لَا تَجْعَلُوا عِلْمَكُمْ جَهْلًا وَ يَقِينَكُمْ شَكّاً إِذَا عَلِمْتُمْ فَاعْمَلُوا وَ إِذَا تَيَقَّنْتُمْ فَأَقْدِمُوا .,حکمت
